disease,gene,score
114,46,0.812
34,46,0.803
158,46,0.781
47,46,0.777
32,46,0.766
133,46,0.764
194,46,0.747
35,46,0.734
68,46,0.718
180,46,0.717
66,46,0.709
86,46,0.708
27,46,0.66
63,46,0.64
161,46,0.627
176,46,0.584
120,46,0.564
188,46,0.556
142,46,0.551
121,46,0.525
13,46,0.507
157,46,0.505
107,46,0.504
149,1754,5.0
206,1754,2.886
179,1754,2.018
8,1754,1.372
91,1754,1.313
58,1754,1.266
50,1754,1.191
143,1754,1.154
101,1754,1.041
153,1754,0.981
102,1754,0.904
84,1754,0.867
203,1754,0.857
112,1754,0.856
209,1754,0.854
80,1754,0.833
128,1754,0.813
136,1754,0.77
141,1754,0.755
59,1754,0.74
147,1754,0.668
204,1754,0.65
56,1754,0.632
130,1754,0.626
26,1754,0.618
72,1754,0.607
98,1754,0.603
65,1754,0.556
7,1754,0.541
32,1754,0.527
55,1754,0.526
180,1754,0.523
17,1754,0.514
101,25,2.729
52,25,2.723
8,25,2.579
209,25,2.561
149,25,2.454
98,25,2.362
28,25,2.294
112,25,2.267
76,25,2.251
59,25,2.239
118,25,2.222
38,25,2.22
136,25,2.192
154,25,2.187
97,25,2.156
177,25,2.149
106,25,2.098
196,25,2.087
72,25,2.077
94,25,2.048
84,25,2.035
129,25,2.035
203,25,2.035
81,25,2.021
1,25,2.008
191,25,2.002
35,25,1.983
39,25,1.955
66,25,1.934
34,25,1.869
55,25,1.861
50,25,1.844
182,25,1.84
128,25,1.832
180,25,1.829
190,25,1.82
27,25,1.807
179,25,1.803
161,25,1.797
7,25,1.772
11,25,1.76
54,25,1.745
157,25,1.722
170,25,1.71
33,25,1.683
120,25,1.676
208,25,1.65
92,25,1.64
51,25,1.629
113,25,1.625
110,25,1.625
117,25,1.572
102,25,1.554
152,25,1.538
175,25,1.511
204,25,1.492
140,25,1.489
57,25,1.479
174,25,1.469
69,25,1.465
48,25,1.44
130,25,1.432
42,25,1.43
132,25,1.421
121,25,1.409
159,25,1.408
46,25,1.397
147,25,1.386
4,25,1.381
29,25,1.364
123,25,1.362
65,25,1.362
26,25,1.361
171,25,1.347
83,25,1.343
17,25,1.334
32,25,1.334
167,25,1.332
67,25,1.317
22,25,1.309
205,25,1.309
111,25,1.271
186,25,1.258
58,25,1.254
148,25,1.247
141,25,1.238
61,25,1.218
153,25,1.209
183,25,1.209
146,25,1.206
160,25,1.195
3,25,1.187
176,25,1.185
137,25,1.183
135,25,1.168
99,25,1.166
131,25,1.16
178,25,1.14
91,25,1.124
31,25,1.12
104,25,1.101
215,25,1.095
86,25,1.091
173,25,1.085
125,25,1.083
71,25,1.06
77,25,1.059
15,25,1.058
105,25,1.055
197,25,1.051
82,25,1.031
194,25,1.025
14,25,1.017
151,25,1.01
41,25,1.003
30,25,1.001
74,25,0.996
40,25,0.99
25,25,0.981
216,25,0.975
49,25,0.966
156,25,0.953
47,25,0.943
0,25,0.94
80,25,0.936
20,25,0.923
189,25,0.912
210,25,0.87
213,25,0.866
184,25,0.861
188,25,0.831
115,25,0.82
181,25,0.803
165,25,0.799
185,25,0.799
6,25,0.79
144,25,0.79
45,25,0.777
142,25,0.764
108,25,0.742
37,25,0.74
119,25,0.739
53,25,0.738
100,25,0.735
192,25,0.733
5,25,0.728
79,25,0.71
207,25,0.697
18,25,0.692
158,25,0.689
162,25,0.66
124,25,0.646
206,25,0.644
64,25,0.637
164,25,0.631
93,25,0.625
150,25,0.619
127,25,0.617
122,25,0.602
36,25,0.601
63,25,0.597
70,25,0.597
200,25,0.58
87,25,0.571
168,25,0.561
212,25,0.559
44,25,0.552
73,25,0.542
68,25,0.54
10,25,0.502
19,25,0.501
65,549,2.108
102,549,2.026
149,549,1.829
8,549,1.784
203,549,1.744
98,549,1.735
112,549,1.707
140,549,1.704
28,549,1.645
54,549,1.644
63,549,1.558
136,549,1.531
34,549,1.524
7,549,1.517
59,549,1.512
180,549,1.441
120,549,1.296
55,549,1.292
101,549,1.282
27,549,1.275
26,549,1.275
66,549,1.259
121,549,1.224
137,549,1.223
151,549,1.198
209,549,1.188
72,549,1.17
67,549,1.167
128,549,1.154
12,549,1.15
176,549,1.142
153,549,1.14
107,549,1.131
104,549,1.104
110,549,1.046
175,549,1.042
181,549,1.04
85,549,1.037
30,549,0.998
35,549,0.993
178,549,0.989
4,549,0.962
17,549,0.948
57,549,0.939
69,549,0.937
99,549,0.933
148,549,0.929
123,549,0.924
92,549,0.918
196,549,0.917
41,549,0.894
171,549,0.88
165,549,0.87
79,549,0.837
115,549,0.835
210,549,0.827
167,549,0.823
118,549,0.821
205,549,0.812
161,549,0.803
155,549,0.801
31,549,0.788
95,549,0.757
135,549,0.734
141,549,0.733
200,549,0.728
197,549,0.72
190,549,0.693
32,549,0.693
15,549,0.693
111,549,0.686
116,549,0.681
160,549,0.657
86,549,0.651
157,549,0.621
71,549,0.619
51,549,0.592
3,549,0.58
37,549,0.578
186,549,0.568
87,549,0.558
119,549,0.55
215,549,0.522
38,549,0.518
73,549,0.512
117,549,0.507
216,549,0.503
181,174,2.225
109,174,1.759
199,174,1.661
59,174,1.616
98,174,1.512
27,174,1.443
66,174,1.418
153,174,1.399
28,174,1.389
57,174,1.377
141,174,1.374
115,174,1.363
34,174,1.344
203,174,1.344
128,174,1.098
161,174,1.079
4,174,1.077
120,174,1.067
112,174,1.067
188,174,1.065
148,174,1.06
99,174,1.042
171,174,1.022
149,174,1.015
72,174,0.911
39,174,0.854
8,174,0.828
67,174,0.815
92,174,0.802
159,174,0.795
7,174,0.752
44,174,0.68
101,174,0.643
113,174,0.639
55,174,0.612
48,174,0.609
215,174,0.581
136,174,0.522
124,174,0.518
130,958,4.402
76,958,1.987
21,958,1.627
149,958,1.457
7,958,1.425
124,958,1.424
70,958,1.423
101,958,1.28
8,958,1.248
165,958,1.234
175,958,1.228
63,958,1.161
153,958,1.149
65,958,1.135
203,958,1.128
98,958,1.049
47,958,1.048
62,958,1.029
112,958,0.976
72,958,0.974
59,958,0.967
151,958,0.955
39,958,0.955
28,958,0.952
181,958,0.946
136,958,0.892
3,958,0.884
107,958,0.827
120,958,0.796
54,958,0.784
81,958,0.759
66,958,0.753
216,958,0.742
128,958,0.7
209,958,0.683
57,958,0.68
34,958,0.677
27,958,0.676
140,958,0.649
118,958,0.61
129,958,0.596
106,958,0.586
111,958,0.567
196,958,0.565
80,958,0.55
0,958,0.537
116,958,0.521
203,2514,4.406
59,2514,3.351
156,2514,2.455
205,2514,2.237
121,2514,2.151
112,2514,1.975
136,2514,1.968
150,2514,1.941
8,2514,1.893
135,2514,1.892
149,2514,1.761
52,2514,1.728
98,2514,1.723
180,2514,1.707
101,2514,1.668
65,2514,1.664
120,2514,1.658
55,2514,1.657
66,2514,1.604
28,2514,1.581
27,2514,1.57
7,2514,1.539
176,2514,1.516
72,2514,1.475
151,2514,1.445
80,2514,1.421
129,2514,1.418
102,2514,1.393
64,2514,1.38
181,2514,1.37
128,2514,1.369
209,2514,1.358
34,2514,1.347
137,2514,1.323
215,2514,1.301
171,2514,1.299
17,2514,1.295
165,2514,1.278
174,2514,1.231
63,2514,1.223
115,2514,1.211
153,2514,1.208
197,2514,1.181
124,2514,1.173
30,2514,1.16
57,2514,1.159
48,2514,1.145
35,2514,1.141
161,2514,1.138
196,2514,1.13
4,2514,1.099
142,2514,1.079
119,2514,1.04
92,2514,1.034
107,2514,1.009
69,2514,1.004
45,2514,0.993
15,2514,0.988
85,2514,0.961
99,2514,0.958
86,2514,0.942
10,2514,0.938
104,2514,0.938
123,2514,0.908
157,2514,0.905
159,2514,0.9
141,2514,0.875
207,2514,0.874
148,2514,0.866
67,2514,0.864
21,2514,0.856
113,2514,0.852
106,2514,0.842
71,2514,0.841
130,2514,0.83
79,2514,0.825
178,2514,0.825
39,2514,0.789
51,2514,0.784
110,2514,0.766
208,2514,0.765
11,2514,0.731
200,2514,0.728
117,2514,0.727
47,2514,0.722
152,2514,0.708
167,2514,0.707
31,2514,0.668
118,2514,0.652
185,2514,0.65
190,2514,0.632
114,2514,0.62
216,2514,0.612
60,2514,0.612
179,2514,0.594
193,2514,0.592
160,2514,0.58
213,2514,0.578
77,2514,0.527
49,2514,0.515
3,2514,0.5
51,1674,5.0
160,1674,3.41
132,1674,2.965
183,1674,2.855
83,1674,2.459
130,1674,2.254
72,1674,2.15
8,1674,2.098
39,1674,2.088
118,1674,1.993
195,1674,1.95
149,1674,1.74
112,1674,1.684
98,1674,1.599
28,1674,1.558
203,1674,1.526
48,1674,1.48
155,1674,1.435
136,1674,1.379
204,1674,1.329
66,1674,1.325
180,1674,1.309
70,1674,1.302
59,1674,1.3
55,1674,1.292
7,1674,1.287
4,1674,1.263
111,1674,1.254
120,1674,1.169
151,1674,1.168
101,1674,1.078
65,1674,1.018
27,1674,1.005
153,1674,0.995
181,1674,0.991
81,1674,0.983
100,1674,0.977
69,1674,0.974
128,1674,0.973
174,1674,0.962
92,1674,0.959
161,1674,0.945
32,1674,0.896
34,1674,0.89
141,1674,0.868
170,1674,0.858
71,1674,0.85
61,1674,0.847
159,1674,0.831
80,1674,0.813
57,1674,0.786
148,1674,0.76
54,1674,0.754
26,1674,0.74
104,1674,0.733
38,1674,0.719
123,1674,0.708
156,1674,0.7
131,1674,0.695
205,1674,0.692
10,1674,0.69
157,1674,0.682
146,1674,0.668
209,1674,0.651
177,1674,0.648
202,1674,0.635
215,1674,0.635
140,1674,0.633
102,1674,0.59
31,1674,0.583
97,1674,0.578
115,1674,0.577
166,1674,0.56
16,1674,0.553
179,1674,0.54
47,1674,0.529
196,1674,0.522
213,1674,0.521
98,1429,1.65
112,1429,1.389
153,1429,1.382
28,1429,1.379
151,1429,1.372
149,1429,1.369
203,1429,1.34
59,1429,1.336
14,1429,1.336
34,1429,1.275
69,1429,1.234
66,1429,1.202
170,1429,1.188
55,1429,1.165
165,1429,1.065
181,1429,1.058
27,1429,1.057
128,1429,1.002
8,1429,0.988
101,1429,0.976
106,1429,0.974
73,1429,0.952
196,1429,0.95
4,1429,0.925
67,1429,0.913
129,1429,0.903
120,1429,0.872
38,1429,0.869
136,1429,0.809
7,1429,0.788
161,1429,0.78
72,1429,0.76
65,1429,0.75
216,1429,0.721
110,1429,0.721
92,1429,0.719
150,1429,0.689
57,1429,0.681
190,1429,0.677
137,1429,0.671
102,1429,0.662
97,1429,0.623
191,1429,0.595
115,1429,0.583
189,1429,0.576
156,1429,0.504
7,2613,1.668
112,2613,1.625
98,2613,1.558
136,2613,1.558
203,2613,1.514
57,2613,1.507
59,2613,1.487
28,2613,1.473
34,2613,1.43
102,2613,1.419
99,2613,1.419
17,2613,1.326
128,2613,1.224
153,2613,1.218
66,2613,1.206
67,2613,1.201
101,2613,1.178
1,2613,1.141
120,2613,1.138
109,2613,1.125
141,2613,1.109
209,2613,1.105
178,2613,1.104
199,2613,1.056
92,2613,1.042
38,2613,1.033
127,2613,1.005
86,2613,1.004
149,2613,0.996
27,2613,0.983
35,2613,0.977
72,2613,0.968
130,2613,0.933
55,2613,0.928
0,2613,0.925
210,2613,0.891
119,2613,0.853
162,2613,0.839
121,2613,0.834
104,2613,0.829
151,2613,0.817
4,2613,0.811
216,2613,0.808
8,2613,0.777
148,2613,0.777
6,2613,0.726
192,2613,0.709
37,2613,0.687
167,2613,0.684
135,2613,0.657
75,2613,0.618
61,2613,0.583
3,2613,0.575
115,2613,0.538
161,2613,0.526
79,2613,0.526
181,2613,0.521
159,2613,0.513
122,2613,0.509
59,2712,2.121
34,2712,2.102
149,2712,1.885
28,2712,1.879
120,2712,1.859
98,2712,1.857
128,2712,1.848
171,2712,1.809
112,2712,1.733
66,2712,1.729
203,2712,1.725
129,2712,1.672
101,2712,1.663
107,2712,1.632
27,2712,1.629
55,2712,1.616
57,2712,1.568
67,2712,1.563
161,2712,1.562
153,2712,1.561
92,2712,1.551
113,2712,1.445
4,2712,1.409
8,2712,1.404
6,2712,1.337
99,2712,1.334
42,2712,1.331
46,2712,1.279
175,2712,1.241
148,2712,1.222
192,2712,1.222
181,2712,1.195
141,2712,1.168
136,2712,1.144
127,2712,1.134
123,2712,1.068
40,2712,1.055
54,2712,1.05
209,2712,1.036
102,2712,1.031
72,2712,1.023
215,2712,1.018
159,2712,1.009
7,2712,0.997
180,2712,0.983
174,2712,0.964
110,2712,0.949
205,2712,0.934
65,2712,0.915
188,2712,0.882
115,2712,0.871
17,2712,0.867
37,2712,0.862
139,2712,0.838
207,2712,0.829
140,2712,0.825
151,2712,0.8
165,2712,0.771
179,2712,0.759
199,2712,0.757
32,2712,0.755
204,2712,0.745
126,2712,0.737
144,2712,0.734
35,2712,0.709
130,2712,0.707
109,2712,0.698
157,2712,0.655
13,2712,0.633
122,2712,0.624
162,2712,0.623
146,2712,0.623
163,2712,0.609
38,2712,0.586
189,2712,0.585
97,2712,0.554
131,2712,0.537
156,2712,0.532
213,2712,0.524
210,2712,0.52
112,2462,3.473
136,2462,3.424
209,2462,3.175
72,2462,3.167
102,2462,3.164
101,2462,3.163
35,2462,3.145
7,2462,2.715
17,2462,2.694
86,2462,2.515
98,2462,2.303
79,2462,2.263
184,2462,2.24
104,2462,2.179
0,2462,2.177
41,2462,2.171
33,2462,2.089
28,2462,2.081
8,2462,2.032
34,2462,2.015
20,2462,2.004
2,2462,2.001
167,2462,1.87
69,2462,1.869
182,2462,1.865
149,2462,1.86
119,2462,1.856
203,2462,1.829
121,2462,1.798
59,2462,1.76
210,2462,1.76
178,2462,1.749
157,2462,1.734
67,2462,1.694
15,2462,1.646
11,2462,1.626
135,2462,1.608
208,2462,1.585
3,2462,1.574
71,2462,1.512
82,2462,1.506
55,2462,1.472
54,2462,1.448
140,2462,1.442
90,2462,1.425
95,2462,1.415
190,2462,1.403
27,2462,1.4
38,2462,1.392
14,2462,1.387
141,2462,1.381
51,2462,1.338
50,2462,1.311
73,2462,1.31
26,2462,1.299
127,2462,1.291
120,2462,1.276
180,2462,1.273
161,2462,1.271
45,2462,1.269
9,2462,1.261
57,2462,1.26
128,2462,1.253
99,2462,1.234
66,2462,1.22
6,2462,1.166
151,2462,1.166
74,2462,1.164
97,2462,1.155
125,2462,1.147
192,2462,1.14
162,2462,1.104
179,2462,1.075
65,2462,1.07
193,2462,1.031
115,2462,1.013
52,2462,1.012
110,2462,0.995
92,2462,0.984
77,2462,0.968
159,2462,0.964
4,2462,0.95
186,2462,0.926
176,2462,0.91
147,2462,0.907
12,2462,0.897
37,2462,0.889
191,2462,0.881
68,2462,0.856
111,2462,0.856
19,2462,0.853
215,2462,0.851
58,2462,0.846
75,2462,0.841
169,2462,0.838
43,2462,0.817
13,2462,0.817
175,2462,0.815
204,2462,0.806
1,2462,0.803
100,2462,0.782
88,2462,0.77
105,2462,0.756
196,2462,0.756
146,2462,0.751
198,2462,0.746
148,2462,0.744
32,2462,0.729
205,2462,0.706
123,2462,0.703
106,2462,0.69
207,2462,0.688
83,2462,0.678
129,2462,0.676
117,2462,0.675
171,2462,0.659
152,2462,0.634
30,2462,0.625
174,2462,0.598
47,2462,0.587
116,2462,0.581
96,2462,0.573
103,2462,0.562
131,2462,0.553
195,2462,0.527
197,2462,0.524
114,2462,0.518
160,2462,0.504
181,2573,1.715
153,2573,1.57
101,2573,1.493
59,2573,1.43
151,2573,1.311
203,2573,1.307
120,2573,1.233
57,2573,1.197
107,2573,1.196
149,2573,1.181
98,2573,1.18
28,2573,1.125
66,2573,1.113
27,2573,1.075
128,2573,1.005
7,2573,1.002
55,2573,0.987
99,2573,0.936
92,2573,0.929
34,2573,0.928
148,2573,0.926
65,2573,0.899
165,2573,0.892
112,2573,0.884
8,2573,0.861
72,2573,0.798
141,2573,0.775
4,2573,0.705
76,2573,0.663
209,2573,0.637
159,2573,0.626
130,2573,0.613
199,2573,0.599
215,2573,0.599
40,2573,0.583
155,2573,0.575
136,2573,0.551
109,2573,0.543
171,2573,0.531
124,2573,0.524
118,2573,0.504
157,2573,0.502
212,2573,0.501
112,490,5.0
121,490,5.0
136,490,5.0
149,490,4.583
48,490,4.442
101,490,3.563
209,490,3.52
102,490,3.462
35,490,3.457
98,490,3.353
28,490,3.261
45,490,3.146
0,490,2.953
20,490,2.95
8,490,2.946
56,490,2.885
7,490,2.859
34,490,2.806
72,490,2.795
190,490,2.726
203,490,2.703
17,490,2.661
67,490,2.576
59,490,2.541
180,490,2.499
178,490,2.457
86,490,2.415
184,490,2.4
135,490,2.381
167,490,2.352
82,490,2.33
179,490,2.285
65,490,2.283
55,490,2.281
41,490,2.265
104,490,2.264
27,490,2.24
79,490,2.22
66,490,2.209
103,490,2.195
30,490,2.191
69,490,2.19
128,490,2.186
125,490,2.177
120,490,2.153
141,490,2.137
197,490,2.104
175,490,2.098
176,490,2.087
161,490,2.072
193,490,2.066
50,490,2.06
38,490,2.055
57,490,2.055
129,490,2.052
119,490,2.048
127,490,2.046
110,490,2.029
51,490,2.013
6,490,2.003
54,490,1.989
99,490,1.98
137,490,1.973
192,490,1.964
159,490,1.934
186,490,1.928
74,490,1.926
83,490,1.925
3,490,1.906
140,490,1.902
210,490,1.876
15,490,1.876
77,490,1.872
71,490,1.86
151,490,1.858
92,490,1.853
32,490,1.85
148,490,1.83
117,490,1.825
171,490,1.822
97,490,1.822
111,490,1.82
26,490,1.794
162,490,1.792
106,490,1.791
4,490,1.788
165,490,1.782
196,490,1.773
189,490,1.747
63,490,1.74
33,490,1.734
182,490,1.727
115,490,1.726
12,490,1.696
25,490,1.69
152,490,1.681
19,490,1.657
157,490,1.642
68,490,1.621
215,490,1.619
37,490,1.616
84,490,1.612
47,490,1.611
132,490,1.608
147,490,1.598
113,490,1.578
9,490,1.576
95,490,1.572
123,490,1.569
53,490,1.561
14,490,1.56
11,490,1.554
2,490,1.551
205,490,1.538
85,490,1.533
160,490,1.525
191,490,1.521
124,490,1.513
94,490,1.509
204,490,1.508
194,490,1.506
